Row ID;Order ID;Order Date;Customer ID;Customer Name;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
7954;CA-2011-138359;01/04/2023;KH-16330;Katharine Harms;United States;Revere;Massachusetts;2151;East;OFF-ST-10000636;Office Supplies;Storage;Rogers Profile Extra Capacity Storage Tub;66,96;4;0;2,6784
7955;CA-2011-138359;01/04/2023;KH-16330;Katharine Harms;United States;Revere;Massachusetts;2151;East;OFF-BI-10000145;Office Supplies;Binders;Zipper Ring Binder Pockets;6,24;2;0;3,0576
5683;CA-2011-164315;02/04/2023;RD-19585;Rob Dowd;United States;Athens;Georgia;30605;South;OFF-PA-10004248;Office Supplies;Paper;Xerox 1990;15,84;3;0;7,128
5684;CA-2011-164315;02/04/2023;RD-19585;Rob Dowd;United States;Athens;Georgia;30605;South;TEC-PH-10001128;Technology;Phones;Motorola Droid Maxx;1049,93;7;0;293,9804
5685;CA-2011-164315;02/04/2023;RD-19585;Rob Dowd;United States;Athens;Georgia;30605;South;OFF-AP-10003842;Office Supplies;Appliances;Euro-Pro Shark Turbo Vacuum;154,9;5;0;40,274
8827;US-2011-157847;02/04/2023;SC-20020;Sam Craven;United States;Houston;Texas;77095;Central;OFF-PA-10002986;Office Supplies;Paper;Xerox 1898;26,72;5;0,2;9,352
8828;US-2011-157847;02/04/2023;SC-20020;Sam Craven;United States;Houston;Texas;77095;Central;OFF-PA-10001593;Office Supplies;Paper;Xerox 1947;33,488;7;0,2;10,465
8920;CA-2011-160276;02/04/2023;AH-10690;Anna Häberlin;United States;Virginia Beach;Virginia;23464;South;FUR-FU-10003192;Furniture;Furnishings;Luxo Adjustable Task Clamp Lamp;177,68;2;0;46,1968
9884;CA-2011-112291;03/04/2023;KE-16420;Katrina Edelman;United States;Los Angeles;California;90008;West;OFF-EN-10001415;Office Supplies;Envelopes;Staple envelope;11,16;2;0;5,58
9885;CA-2011-112291;03/04/2023;KE-16420;Katrina Edelman;United States;Los Angeles;California;90008;West;TEC-AC-10001284;Technology;Accessories;Enermax Briskie RF Wireless Keyboard and Mouse Combo;62,31;3;0;22,4316
9886;CA-2011-112291;03/04/2023;KE-16420;Katrina Edelman;United States;Los Angeles;California;90008;West;TEC-AC-10000736;Technology;Accessories;Logitech G600 MMO Gaming Mouse;159,98;2;0;57,5928
1561;CA-2011-105172;04/04/2023;PK-18910;Paul Knutson;United States;San Francisco;California;94109;West;OFF-LA-10001641;Office Supplies;Labels;Avery 518;18,9;6;0;9,072
3955;CA-2011-133228;04/04/2023;MS-17710;Maurice Satty;United States;Detroit;Michigan;48205;Central;FUR-FU-10004020;Furniture;Furnishings;Advantus Panel Wall Acrylic Frame;5,47;1;0;2,3521
3956;CA-2011-133228;04/04/2023;MS-17710;Maurice Satty;United States;Detroit;Michigan;48205;Central;OFF-AR-10001955;Office Supplies;Art;Newell 319;79,36;4;0;23,808
4845;US-2011-128685;04/04/2023;MZ-17515;Mary Zewe;United States;Los Angeles;California;90008;West;OFF-BI-10004140;Office Supplies;Binders;Avery Non-Stick Binders;7,184;2;0,2;2,245
5121;CA-2011-149538;04/04/2023;KB-16585;Ken Black;United States;Lafayette;Louisiana;70506;South;OFF-ST-10004180;Office Supplies;Storage;Safco Commercial Shelving;232,55;5;0;9,302
5122;CA-2011-149538;04/04/2023;KB-16585;Ken Black;United States;Lafayette;Louisiana;70506;South;TEC-AC-10002926;Technology;Accessories;Logitech Wireless Marathon Mouse M705;99,98;2;0;42,9914
5123;CA-2011-149538;04/04/2023;KB-16585;Ken Black;United States;Lafayette;Louisiana;70506;South;OFF-PA-10003797;Office Supplies;Paper;Xerox 209;19,44;3;0;9,3312
5124;CA-2011-149538;04/04/2023;KB-16585;Ken Black;United States;Lafayette;Louisiana;70506;South;OFF-PA-10002195;Office Supplies;Paper;Xerox 1966;12,96;2;0;6,3504
711;CA-2011-113887;05/04/2023;TH-21550;Tracy Hopkins;United States;New York City;New York;10035;East;OFF-PA-10004071;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;55,48;1;0;26,6304
3277;CA-2011-102988;05/04/2023;GM-14695;Greg Maxwell;United States;Alexandria;Virginia;22304;South;OFF-AR-10004757;Office Supplies;Art;Crayola Colored Pencils;22,96;7;0;7,5768
3278;CA-2011-102988;05/04/2023;GM-14695;Greg Maxwell;United States;Alexandria;Virginia;22304;South;TEC-PH-10001615;Technology;Phones;AT&T CL82213;28,99;1;0;8,4071
3279;CA-2011-102988;05/04/2023;GM-14695;Greg Maxwell;United States;Alexandria;Virginia;22304;South;OFF-PA-10003349;Office Supplies;Paper;Xerox 1957;12,96;2;0;6,3504
3280;CA-2011-102988;05/04/2023;GM-14695;Greg Maxwell;United States;Alexandria;Virginia;22304;South;OFF-AR-10000127;Office Supplies;Art;Newell 321;22,96;7;0;6,6584
3281;CA-2011-102988;05/04/2023;GM-14695;Greg Maxwell;United States;Alexandria;Virginia;22304;South;OFF-SU-10002881;Office Supplies;Supplies;Martin Yale Chadless Opener Electric Letter Opener;4164,05;5;0;83,281
3879;CA-2011-151001;05/04/2023;JG-15805;John Grady;United States;Decatur;Illinois;62521;Central;OFF-ST-10003455;Office Supplies;Storage;Tenex File Box, Personal Filing Tote with Lid, Black;49,632;4;0,2;3,7224
3880;CA-2011-151001;05/04/2023;JG-15805;John Grady;United States;Decatur;Illinois;62521;Central;OFF-ST-10001031;Office Supplies;Storage;Adjustable Personal File Tote;52,096;4;0,2;3,9072
9507;CA-2011-149104;05/04/2023;RD-19900;Ruben Dartt;United States;Dearborn Heights;Michigan;48127;Central;OFF-AR-10002952;Office Supplies;Art;Stanley Contemporary Battery Pencil Sharpeners;26,7;2;0;7,476
9508;CA-2011-149104;05/04/2023;RD-19900;Ruben Dartt;United States;Dearborn Heights;Michigan;48127;Central;OFF-BI-10004209;Office Supplies;Binders;Fellowes Twister Kit, Gray/Clear, 3/pkg;40,2;5;0;18,09
9509;CA-2011-149104;05/04/2023;RD-19900;Ruben Dartt;United States;Dearborn Heights;Michigan;48127;Central;OFF-AR-10004685;Office Supplies;Art;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;13,89;3;0;4,5837
9510;CA-2011-149104;05/04/2023;RD-19900;Ruben Dartt;United States;Dearborn Heights;Michigan;48127;Central;OFF-ST-10000991;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.;689,82;6;0;20,6946
9912;US-2011-157231;05/04/2023;RP-19855;Roy Phan;United States;Richmond;Kentucky;40475;South;OFF-BI-10002852;Office Supplies;Binders;Ibico Standard Transparent Covers;115,36;7;0;56,5264
869;CA-2011-136742;06/04/2023;GP-14740;Guy Phonely;United States;Lancaster;Pennsylvania;17602;East;OFF-BI-10003719;Office Supplies;Binders;Large Capacity Hanging Post Binders;44,91;6;0,7;-35,928
1405;US-2011-118486;06/04/2023;SD-20485;Shirley Daniels;United States;Philadelphia;Pennsylvania;19143;East;OFF-SU-10004498;Office Supplies;Supplies;Martin-Yale Premier Letter Opener;10,304;1;0,2;-2,1896
1406;US-2011-118486;06/04/2023;SD-20485;Shirley Daniels;United States;Philadelphia;Pennsylvania;19143;East;FUR-TA-10001039;Furniture;Tables;KI Adjustable-Height Table;154,764;3;0,4;-36,1116
1407;US-2011-118486;06/04/2023;SD-20485;Shirley Daniels;United States;Philadelphia;Pennsylvania;19143;East;TEC-AC-10004659;Technology;Accessories;"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";116,784;2;0,2;21,897
5036;CA-2011-169803;06/04/2023;SC-20260;Scott Cohen;United States;Seattle;Washington;98115;West;FUR-TA-10000688;Furniture;Tables;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;653,55;3;0;111,1035
5037;CA-2011-169803;06/04/2023;SC-20260;Scott Cohen;United States;Seattle;Washington;98115;West;TEC-AC-10003441;Technology;Accessories;Kingston Digital DataTraveler 32GB USB 2.0;33,9;2;0;2,034
6016;CA-2011-102652;06/04/2023;AY-10555;Andy Yotov;United States;Los Angeles;California;90049;West;FUR-FU-10000747;Furniture;Furnishings;Tenex B1-RE Series Chair Mats for Low Pile Carpets;91,96;2;0;15,6332
6017;CA-2011-102652;06/04/2023;AY-10555;Andy Yotov;United States;Los Angeles;California;90049;West;FUR-FU-10001918;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;33,11;7;0;12,9129
6018;CA-2011-102652;06/04/2023;AY-10555;Andy Yotov;United States;Los Angeles;California;90049;West;OFF-PA-10003309;Office Supplies;Paper;Xerox 211;19,44;3;0;9,3312
6019;CA-2011-102652;06/04/2023;AY-10555;Andy Yotov;United States;Los Angeles;California;90049;West;OFF-PA-10001977;Office Supplies;Paper;Xerox 194;55,48;1;0;26,6304
8839;CA-2011-153808;06/04/2023;FH-14275;Frank Hawley;United States;Los Angeles;California;90004;West;OFF-AR-10001725;Office Supplies;Art;Boston Home & Office Model 2000 Electric Pencil Sharpeners;70,95;3;0;18,447
8840;CA-2011-153808;06/04/2023;FH-14275;Frank Hawley;United States;Los Angeles;California;90004;West;OFF-BI-10002794;Office Supplies;Binders;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";65,568;2;0,2;23,7684
8841;CA-2011-153808;06/04/2023;FH-14275;Frank Hawley;United States;Los Angeles;California;90004;West;TEC-AC-10004171;Technology;Accessories;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;299,97;3;0;131,9868
3482;CA-2011-124023;07/04/2023;PJ-19015;Pauline Johnson;United States;Mobile;Alabama;36608;South;FUR-FU-10004415;Furniture;Furnishings;Stacking Tray, Side-Loading, Legal, Smoke;8,96;2;0;2,7776
4177;CA-2011-128846;07/04/2023;RS-19765;Roland Schwarz;United States;Columbia;South Carolina;29203;South;TEC-PH-10003273;Technology;Phones;AT&T TR1909W;629,95;5;0;163,787
4178;CA-2011-128846;07/04/2023;RS-19765;Roland Schwarz;United States;Columbia;South Carolina;29203;South;OFF-PA-10000100;Office Supplies;Paper;Xerox 1945;122,97;3;0;60,2553
6253;CA-2011-165806;07/04/2023;VM-21685;Valerie Mitchum;United States;Marietta;Georgia;30062;South;OFF-PA-10003441;Office Supplies;Paper;Xerox 226;58,32;9;0;27,9936
6254;CA-2011-165806;07/04/2023;VM-21685;Valerie Mitchum;United States;Marietta;Georgia;30062;South;TEC-PH-10004922;Technology;Phones;RCA Visys Integrated PBX 8-Line Router;200,97;3;0;50,2425
3836;CA-2011-100363;08/04/2023;JM-15655;Jim Mitchum;United States;Glendale;Arizona;85301;West;OFF-FA-10000611;Office Supplies;Fasteners;Binder Clips by OIC;2,368;2;0,2;0,8288
3837;CA-2011-100363;08/04/2023;JM-15655;Jim Mitchum;United States;Glendale;Arizona;85301;West;OFF-PA-10004733;Office Supplies;Paper;Things To Do Today Spiral Book;19,008;3;0,2;6,8904
5927;US-2011-118997;08/04/2023;RA-19885;Ruben Ausman;United States;Decatur;Alabama;35601;South;FUR-TA-10001086;Furniture;Tables;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;1215,92;8;0;316,1392
6381;US-2011-163797;08/04/2023;PC-19000;Pauline Chand;United States;Chandler;Arizona;85224;West;OFF-FA-10001883;Office Supplies;Fasteners;Alliance Super-Size Bands, Assorted Sizes;49,792;8;0,2;-11,8256
7047;CA-2011-150581;08/04/2023;NM-18445;Nathan Mautz;United States;Concord;California;94521;West;FUR-TA-10003748;Furniture;Tables;Bevis 36 x 72 Conference Tables;99,592;1;0,2;2,4898
7048;CA-2011-150581;08/04/2023;NM-18445;Nathan Mautz;United States;Concord;California;94521;West;TEC-AC-10001908;Technology;Accessories;Logitech Wireless Headset h800;399,96;4;0;139,986
7410;CA-2011-121769;08/04/2023;JS-15880;John Stevenson;United States;Toledo;Ohio;43615;East;FUR-TA-10004442;Furniture;Tables;Riverside Furniture Stanwyck Manor Table Series;172,11;1;0,4;-94,6605
3774;US-2011-102715;11/04/2023;JK-15370;Jay Kimmel;United States;Miami;Florida;33180;South;OFF-FA-10001332;Office Supplies;Fasteners;"Acco Banker's Clasps, 5 3/4""-Long";6,912;3;0,2;2,3328
3775;US-2011-102715;11/04/2023;JK-15370;Jay Kimmel;United States;Miami;Florida;33180;South;TEC-AC-10002001;Technology;Accessories;Logitech Wireless Gaming Headset G930;383,976;3;0,2;81,5949
3776;US-2011-102715;11/04/2023;JK-15370;Jay Kimmel;United States;Miami;Florida;33180;South;OFF-PA-10000029;Office Supplies;Paper;Xerox 224;10,368;2;0,2;3,6288
3777;US-2011-102715;11/04/2023;JK-15370;Jay Kimmel;United States;Miami;Florida;33180;South;TEC-AC-10001874;Technology;Accessories;Logitech Wireless Anywhere Mouse MX for PC and Mac;335,944;7;0,2;41,993
4578;US-2011-121734;11/04/2023;SE-20110;Sanjit Engle;United States;Lewiston;Idaho;83501;West;OFF-BI-10004817;Office Supplies;Binders;GBC Personal VeloBind Strips;9,584;1;0,2;3,3544
4862;CA-2011-138940;11/04/2023;GM-14455;Gary Mitchum;United States;Austin;Texas;78745;Central;TEC-PH-10001835;Technology;Phones;Jawbone JAMBOX Wireless Bluetooth Speaker;758,352;6;0,2;265,4232
8358;CA-2011-110555;11/04/2023;MM-18055;Michelle Moray;United States;Great Falls;Montana;59405;West;OFF-ST-10000876;Office Supplies;Storage;Eldon Simplefile Box Office;87,08;7;0;24,3824
8359;CA-2011-110555;11/04/2023;MM-18055;Michelle Moray;United States;Great Falls;Montana;59405;West;TEC-PH-10000586;Technology;Phones;AT&T SB67148 SynJ;105,584;2;0,2;9,2386
8360;CA-2011-110555;11/04/2023;MM-18055;Michelle Moray;United States;Great Falls;Montana;59405;West;TEC-AC-10003399;Technology;Accessories;Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive;217,44;6;0;91,3248
2794;CA-2011-154599;12/04/2023;KN-16450;Kean Nguyen;United States;Redondo Beach;California;90278;West;TEC-PH-10001557;Technology;Phones;Pyle PMP37LED;1075,088;14;0,2;94,0702
2795;CA-2011-154599;12/04/2023;KN-16450;Kean Nguyen;United States;Redondo Beach;California;90278;West;TEC-PH-10000576;Technology;Phones;AT&T 1080 Corded phone;438,368;4;0,2;38,3572
2796;CA-2011-154599;12/04/2023;KN-16450;Kean Nguyen;United States;Redondo Beach;California;90278;West;OFF-BI-10002764;Office Supplies;Binders;Recycled Pressboard Report Cover with Reinforced Top Hinge;18,088;7;0,2;6,5569
2797;CA-2011-154599;12/04/2023;KN-16450;Kean Nguyen;United States;Redondo Beach;California;90278;West;FUR-BO-10001337;Furniture;Bookcases;O'Sullivan Living Dimensions 2-Shelf Bookcases;308,499;3;0,15;-18,147
9098;US-2011-158365;12/04/2023;SV-20785;Stewart Visinsky;United States;Bloomington;Indiana;47401;Central;OFF-PA-10000289;Office Supplies;Paper;Xerox 213;32,4;5;0;15,552
9850;CA-2011-142979;12/04/2023;EH-13765;Edward Hooks;United States;Lodi;California;95240;West;OFF-AR-10002987;Office Supplies;Art;Prismacolor Color Pencil Set;39,68;2;0;16,2688
341;CA-2011-122336;13/04/2023;JD-15895;Jonathan Doherty;United States;Philadelphia;Pennsylvania;19140;East;OFF-AR-10000122;Office Supplies;Art;Newell 314;17,856;4;0,2;1,116
342;CA-2011-122336;13/04/2023;JD-15895;Jonathan Doherty;United States;Philadelphia;Pennsylvania;19140;East;OFF-BI-10003656;Office Supplies;Binders;Fellowes PB200 Plastic Comb Binding Machine;509,97;10;0,7;-407,976
343;CA-2011-122336;13/04/2023;JD-15895;Jonathan Doherty;United States;Philadelphia;Pennsylvania;19140;East;OFF-FA-10002780;Office Supplies;Fasteners;Staples;30,992;13;0,2;10,0724
344;CA-2011-122336;13/04/2023;JD-15895;Jonathan Doherty;United States;Philadelphia;Pennsylvania;19140;East;TEC-PH-10000702;Technology;Phones;"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White";71,928;12;0,4;8,3916
6708;CA-2011-167724;13/04/2023;BF-11170;Ben Ferrer;United States;Baltimore;Maryland;21215;East;OFF-LA-10002368;Office Supplies;Labels;Avery 479;7,83;3;0;3,6018
7657;US-2011-120740;15/04/2023;PS-18970;Paul Stevenson;United States;Los Angeles;California;90049;West;OFF-AP-10000240;Office Supplies;Appliances;Belkin F9G930V10-GRY 9 Outlet Surge;106,96;2;0;31,0184
7658;US-2011-120740;15/04/2023;PS-18970;Paul Stevenson;United States;Los Angeles;California;90049;West;FUR-FU-10004091;Furniture;Furnishings;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";187,76;4;0;76,9816
404;CA-2011-155208;16/04/2023;SP-20650;Stephanie Phelps;United States;Wilmington;North Carolina;28403;South;OFF-AR-10003478;Office Supplies;Art;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;39,072;6;0,2;9,768
3533;CA-2011-110849;18/04/2023;JL-15835;John Lee;United States;Los Angeles;California;90049;West;TEC-MA-10002859;Technology;Machines;Ativa MDM8000 8-Sheet Micro-Cut Shredder;287,968;4;0,2;97,1892
3534;CA-2011-110849;18/04/2023;JL-15835;John Lee;United States;Los Angeles;California;90049;West;OFF-AR-10002375;Office Supplies;Art;Newell 351;13,12;4;0;3,8048
3535;CA-2011-110849;18/04/2023;JL-15835;John Lee;United States;Los Angeles;California;90049;West;OFF-AR-10000657;Office Supplies;Art;Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box;10,75;5;0;3,5475
3536;CA-2011-110849;18/04/2023;JL-15835;John Lee;United States;Los Angeles;California;90049;West;OFF-FA-10000134;Office Supplies;Fasteners;Advantus Push Pins, Aluminum Head;11,62;2;0;3,6022
6569;CA-2011-100678;18/04/2023;KM-16720;Kunst Miller;United States;Houston;Texas;77095;Central;OFF-AR-10001868;Office Supplies;Art;Prang Dustless Chalk Sticks;2,688;2;0,2;1,008
6570;CA-2011-100678;18/04/2023;KM-16720;Kunst Miller;United States;Houston;Texas;77095;Central;FUR-CH-10002602;Furniture;Chairs;DMI Arturo Collection Mission-style Design Wood Chair;317,058;3;0,3;-18,1176
6571;CA-2011-100678;18/04/2023;KM-16720;Kunst Miller;United States;Houston;Texas;77095;Central;OFF-EN-10000056;Office Supplies;Envelopes;Cameo Buff Policy Envelopes;149,352;3;0,2;50,4063
6572;CA-2011-100678;18/04/2023;KM-16720;Kunst Miller;United States;Houston;Texas;77095;Central;TEC-AC-10000474;Technology;Accessories;Kensington Expert Mouse Optical USB Trackball for PC or Mac;227,976;3;0,2;28,497
4570;CA-2011-169460;19/04/2023;NF-18595;Nicole Fjeld;United States;San Jose;California;95123;West;FUR-FU-10004017;Furniture;Furnishings;"Executive Impressions 13"" Chairman Wall Clock";76,14;3;0;26,649
7843;CA-2011-158470;19/04/2023;AG-10390;Allen Goldenen;United States;Arlington;Virginia;22204;South;OFF-BI-10003638;Office Supplies;Binders;GBC Durable Plastic Covers;58,05;3;0;26,703
7844;CA-2011-158470;19/04/2023;AG-10390;Allen Goldenen;United States;Arlington;Virginia;22204;South;OFF-PA-10001569;Office Supplies;Paper;Xerox 232;71,28;11;0;34,2144
5076;CA-2011-134572;20/04/2023;SV-20365;Seth Vernon;United States;Houston;Texas;77070;Central;FUR-TA-10001705;Furniture;Tables;Bush Advantage Collection Round Conference Table;744,1;5;0,3;-95,67
5077;CA-2011-134572;20/04/2023;SV-20365;Seth Vernon;United States;Houston;Texas;77070;Central;OFF-ST-10004634;Office Supplies;Storage;Personal Folder Holder, Ebony;44,84;5;0,2;5,605
5078;CA-2011-134572;20/04/2023;SV-20365;Seth Vernon;United States;Houston;Texas;77070;Central;FUR-TA-10004442;Furniture;Tables;Riverside Furniture Stanwyck Manor Table Series;401,59;2;0,3;-131,951
6850;CA-2011-101462;20/04/2023;BP-11230;Benjamin Patterson;United States;Los Angeles;California;90045;West;FUR-FU-10000409;Furniture;Furnishings;GE 4 Foot Flourescent Tube, 40 Watt;59,92;4;0;27,5632
1173;CA-2011-158064;21/04/2023;AA-10375;Allen Armold;United States;Los Angeles;California;90008;West;OFF-BI-10002976;Office Supplies;Binders;ACCOHIDE Binder by Acco;16,52;5;0,2;5,5755
9075;CA-2011-136336;21/04/2023;DB-13555;Dorothy Badders;United States;Henderson;Kentucky;42420;South;OFF-ST-10002574;Office Supplies;Storage;SAFCO Commercial Wire Shelving, Black;828,84;6;0;0
7164;CA-2011-122070;22/04/2023;AH-10030;Aaron Hawkins;United States;Troy;New York;12180;East;OFF-EN-10004773;Office Supplies;Envelopes;Staple envelope;247,84;8;0;121,4416
7165;CA-2011-122070;22/04/2023;AH-10030;Aaron Hawkins;United States;Troy;New York;12180;East;OFF-BI-10004970;Office Supplies;Binders;"ACCOHIDE 3-Ring Binder, Blue, 1""";9,912;3;0,2;3,3453
1449;US-2011-112564;23/04/2023;TS-21160;Theresa Swint;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10004876;Office Supplies;Binders;Wilson Jones Suede Grain Vinyl Binders;2,502;3;0,7;-1,7514
3406;US-2011-150119;23/04/2023;LB-16795;Laurel Beltran;United States;Columbus;Ohio;43229;East;FUR-CH-10002965;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;281,372;2;0,3;-12,0588
3407;US-2011-150119;23/04/2023;LB-16795;Laurel Beltran;United States;Columbus;Ohio;43229;East;FUR-CH-10002965;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;281,372;2;0,3;-12,0588
3408;US-2011-150119;23/04/2023;LB-16795;Laurel Beltran;United States;Columbus;Ohio;43229;East;OFF-BI-10000145;Office Supplies;Binders;Zipper Ring Binder Pockets;7,488;8;0,7;-5,2416
3409;US-2011-150119;23/04/2023;LB-16795;Laurel Beltran;United States;Columbus;Ohio;43229;East;FUR-FU-10002191;Furniture;Furnishings;G.E. Halogen Desk Lamp Bulbs;22,336;4;0,2;7,8176
9290;CA-2011-111857;23/04/2023;NM-18445;Nathan Mautz;United States;San Francisco;California;94109;West;OFF-PA-10001878;Office Supplies;Paper;Xerox 1891;48,91;1;0;22,9877
1749;US-2011-157406;25/04/2023;DA-13450;Dianna Arnett;United States;Houston;Texas;77095;Central;OFF-PA-10003543;Office Supplies;Paper;Xerox 1985;10,368;2;0,2;3,6288
1750;US-2011-157406;25/04/2023;DA-13450;Dianna Arnett;United States;Houston;Texas;77095;Central;OFF-AR-10002221;Office Supplies;Art;12 Colored Short Pencils;6,24;3;0,2;0,546
2714;CA-2011-110100;25/04/2023;LC-16885;Lena Creighton;United States;Wilmington;North Carolina;28403;South;TEC-PH-10004531;Technology;Phones;AT&T CL2909;302,376;3;0,2;37,797
4376;CA-2011-166954;25/04/2023;BT-11305;Beth Thompson;United States;San Gabriel;California;91776;West;FUR-FU-10003708;Furniture;Furnishings;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";303,25;5;0;63,6825
4377;CA-2011-166954;25/04/2023;BT-11305;Beth Thompson;United States;San Gabriel;California;91776;West;OFF-AP-10001391;Office Supplies;Appliances;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;270,72;3;0;78,5088
4378;CA-2011-166954;25/04/2023;BT-11305;Beth Thompson;United States;San Gabriel;California;91776;West;FUR-CH-10003973;Furniture;Chairs;GuestStacker Chair with Chrome Finish Legs;1487,04;5;0,2;148,704
2615;CA-2011-147298;26/04/2023;AG-10300;Aleksandra Gannaway;United States;Los Angeles;California;90049;West;FUR-CH-10004886;Furniture;Chairs;Bevis Steel Folding Chairs;230,28;3;0,2;23,028
2616;CA-2011-147298;26/04/2023;AG-10300;Aleksandra Gannaway;United States;Los Angeles;California;90049;West;OFF-BI-10001525;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";18,288;6;0,2;5,715
7197;CA-2011-116785;26/04/2023;MH-17290;Marc Harrigan;United States;Los Angeles;California;90036;West;OFF-AR-10003504;Office Supplies;Art;Newell 347;21,4;5;0;6,206
7198;CA-2011-116785;26/04/2023;MH-17290;Marc Harrigan;United States;Los Angeles;California;90036;West;OFF-LA-10000305;Office Supplies;Labels;Avery 495;12,6;2;0;5,796
1774;CA-2011-118976;28/04/2023;MY-18295;Muhammed Yedwab;United States;Baltimore;Maryland;21215;East;OFF-BI-10001628;Office Supplies;Binders;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";20,86;2;0;9,387
1775;CA-2011-118976;28/04/2023;MY-18295;Muhammed Yedwab;United States;Baltimore;Maryland;21215;East;OFF-ST-10000877;Office Supplies;Storage;Recycled Steel Personal File for Standard File Folders;497,61;9;0;129,3786
1776;CA-2011-118976;28/04/2023;MY-18295;Muhammed Yedwab;United States;Baltimore;Maryland;21215;East;OFF-AR-10004752;Office Supplies;Art;Blackstonian Pencils;5,34;2;0;1,4952
1777;CA-2011-118976;28/04/2023;MY-18295;Muhammed Yedwab;United States;Baltimore;Maryland;21215;East;OFF-LA-10000452;Office Supplies;Labels;Avery 488;3,15;1;0;1,512
3609;CA-2011-140228;28/04/2023;GB-14530;George Bell;United States;Newark;Ohio;43055;East;OFF-LA-10001613;Office Supplies;Labels;Avery File Folder Labels;6,912;3;0,2;2,5056
3610;CA-2011-140228;28/04/2023;GB-14530;George Bell;United States;Newark;Ohio;43055;East;OFF-ST-10002214;Office Supplies;Storage;X-Rack File for Hanging Folders;27,096;3;0,2;2,0322
3611;CA-2011-140228;28/04/2023;GB-14530;George Bell;United States;Newark;Ohio;43055;East;OFF-ST-10001128;Office Supplies;Storage;Carina Mini System Audio Rack, Model AR050B;177,568;2;0,2;-37,7332
8452;CA-2011-131387;28/04/2023;AI-10855;Arianne Irving;United States;San Francisco;California;94122;West;TEC-PH-10001459;Technology;Phones;Samsung Galaxy Mega 6.3;1679,96;5;0,2;125,997
8921;CA-2011-132983;28/04/2023;DS-13180;David Smith;United States;Jamestown;New York;14701;East;TEC-AC-10000736;Technology;Accessories;Logitech G600 MMO Gaming Mouse;159,98;2;0;57,5928
885;CA-2011-134061;29/04/2023;LL-16840;Lauren Leatherbury;United States;Rochester;New York;14609;East;FUR-FU-10001424;Furniture;Furnishings;Dax Clear Box Frame;17,46;2;0;5,9364
2891;CA-2011-142727;29/04/2023;HG-14845;Harry Greene;United States;Lake Charles;Louisiana;70601;South;FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;51,96;2;0;12,99
2892;CA-2011-142727;29/04/2023;HG-14845;Harry Greene;United States;Lake Charles;Louisiana;70601;South;OFF-BI-10000136;Office Supplies;Binders;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;17,94;3;0;8,6112
6375;CA-2011-107811;29/04/2023;LA-16780;Laura Armstrong;United States;Memphis;Tennessee;38109;South;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;561,584;2;0,2;70,198
6376;CA-2011-107811;29/04/2023;LA-16780;Laura Armstrong;United States;Memphis;Tennessee;38109;South;OFF-ST-10000798;Office Supplies;Storage;2300 Heavy-Duty Transfer File Systems by Perma;99,92;5;0,2;-1,249
8267;CA-2011-118304;29/04/2023;KH-16360;Katherine Hughes;United States;Dover;Delaware;19901;East;TEC-PH-10000376;Technology;Phones;Square Credit Card Reader;19,98;2;0;5,1948
5005;CA-2011-156006;30/04/2023;TM-21010;Tamara Manning;United States;Jackson;Mississippi;39212;South;TEC-AC-10002550;Technology;Accessories;Maxell 4.7GB DVD-RW 3/Pack;47,79;3;0;16,2486
8636;CA-2011-160094;30/04/2023;JM-16195;Justin MacKendrick;United States;Louisville;Kentucky;40214;South;OFF-AR-10004010;Office Supplies;Art;Hunt Boston Vacuum Mount KS Pencil Sharpener;174,95;5;0;45,487
